country,four_regions,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Panama,americas,1930103379.35889,2137615699.05496,2316423138.52518,2511526588.60776,2625299370.3042,2865104693.72698,3080540664.65304,3344416101.28395,3576148208.82641,3881137437.33836,4129015842.08332,4527295893.43422,4734658715.75904,4990610460.47103,5112456503.82769,5193786964.76421,5279154095.68425,5340151941.38664,5860278418.82577,6124452768.82134,6191729852.36395,6761790601.5385,7123442044.56322,6803502363.67323,6987841441.49442,7333196891.42707,7594829808.04271,7457435150.68855,6459641958.97838,6560557512.53012,7091896590.04555,7759882802.29624,8396323560.02927,8854405420.89232,9106769057.03358,9266290383.90723,9526727264.33264,10142248212.5425,10886841542.8858,11313301598.818,11620500000.0,11687233385.2202,11947728636.2557,12450221829.4066,13386737514.1809,14349415138.6434,15573098989.5259,17459415719.0724,19225857623.4071,19840254425.7711,21486310529.5095,23764034403.6092
Papua New Guinea,asia,837055577.441414,888794937.029784,945447625.27922,983951146.740278,1068278573.63257,1177974928.92296,1246459543.61537,1297196227.31736,1353748649.84993,1465750490.04868,1624678936.86506,1726955621.40411,1824417280.27795,1943538340.50611,1994275024.20811,1976727697.89609,1909747297.42686,1925690171.34946,2090333990.48425,2128637162.8493,2079605041.35702,2073889669.03861,2081209365.4005,2148290132.3819,2140669593.17538,2226300453.16892,2330781992.3274,2395356163.42327,2465042866.03497,2430049606.6905,2356852386.37983,2581858705.13154,2939422490.49443,3474464558.994,3680921041.42543,3558992414.12118,3834234097.39779,3684530642.17733,3545656502.59626,3611448068.22955,3521348154.79666,3517077155.37019,3511488507.18449,3587480704.5142,3685102349.03135,3817622469.96785,3916288942.35423,4198261746.20374,4479545283.19938,4725920273.77534,5103993895.67739,5563353346.28835
Paraguay,americas,1263290493.71135,1352424687.02033,1370623898.22331,1423698934.12907,1479030545.48629,1558360064.16933,1576475780.58142,1710726966.34866,1764594759.65066,1837339143.48808,1926997659.5921,2031863394.47864,2162739399.18981,2318340828.06216,2509329973.04326,2667922951.60021,2855159777.50486,3167340617.70841,3526837250.50437,3927378983.90926,4509372595.78922,4894303894.25539,4712404602.94415,4569856275.99699,4710487179.20708,4897781397.95682,4897781397.95682,5110005895.62138,5434734613.14297,5749875374.12744,5927581217.41419,6073964810.76138,6281869444.14064,6527603718.86073,6770891592.88184,7140058290.09743,7168801118.75142,7383288950.22544,7426066465.57434,7316030415.92868,7071265939.07756,7217236773.87586,7213731473.66012,7490710349.43664,7800472022.86642,8023446451.24074,8371707752.4899,8937744399.20134,9458532784.87821,9094701457.009,10463076858.9848,10886238238.1756
Peru,americas,16356280982.2694,17558476237.0432,19022886908.8324,19730642246.0698,21032920216.5861,22071787232.8917,23924687145.845,24827773150.0307,24915797888.2949,25861265879.0687,27370756021.7671,28515096191.5001,29333415569.3242,30910283360.0384,33769507381.605,34918198775.7028,35602848010.4011,35746297795.6055,35847365594.2219,37925221153.6531,39092384025.8169,41899446418.7169,41648049740.2046,36733579870.8605,38643726024.1452,39725750352.8213,43698325388.1034,47194191419.1517,43088296765.6855,38046966044.1003,36090118316.6593,36871793988.5444,36713699865.8919,38463105665.4893,43394706495.3388,47130518411.5397,48317368875.5832,51633902574.4376,51294176778.6806,51763072745.7825,53290390318.025,53404908563.408,56085932802.1459,58347474126.218,61251271117.7545,65432704695.7598,70497520780.107,76775759558.4706,84302372401.808,85006410418.1741,92506872120.9707,98901255440.381
Philippines,asia,17990832236.7217,19001301598.834,19908256877.026,21313876850.5389,22048562380.1384,23209597885.2256,24236853336.2638,25527259808.1836,26789689528.5277,28037113536.6631,29092600073.3822,30671930088.8473,32342566048.0912,35227732137.8604,36481175386.4862,38511270214.4602,41902815507.7493,44250234521.0196,46538902355.981,49163545543.9559,51694932893.3452,53464589597.56,55399648248.2118,56438179177.9153,52304826077.6952,48483117034.4212,50139679839.8422,52301519734.3271,55833203119.5998,59297827079.126,61098682100.2495,60745327250.045,60950405316.8984,62240303120.6077,64971173186.5351,68010974412.2862,71986809923.3317,75719586807.8091,75282895149.1231,77603058843.2644,81026294681.2439,83371189499.7551,86410818146.8529,90705750112.1173,96780891472.2465,101404756761.125,106721360538.834,113782759189.143,118507880851.959,119868742884.677,129017441693.536,133814916391.099
Poland,europe,19485928657.22245,20571810063.7676,21757583749.8018,23153693540.95775,24309674952.1276,25882477240.9172,26978335756.71635,28744642237.6824,30794253323.1717,31786961746.4399,34555795895.22995,36672421106.45665,39218004586.605804,43241975105.896454,44161590235.52655,44049688097.78935,47456307671.27435,50114979982.0388,52047498949.245804,54982596627.6549,57643487513.52195,59042808393.15315,60700288436.68265,61162425785.9191,58476421240.9206,57473043723.868454,59677426194.77995,62966792532.9784,67489826694.49495,71770907206.77415,118170362821.502,109880027887.578,112643487102.409,116854450200.425,123039324940.625,131592842398.765,139802810346.359,149709629669.794,157167615404.722,164278190494.17,171276118424.232,173340512232.891,175842681117.193,182642797860.366,192404689711.394,199364063180.759,211779433442.259,226149246711.66,237742898867.65,241612593968.933,251030838904.173,261950140322.322
Portugal,europe,20981025077.7232,22142318528.7012,23606910622.5776,24993510231.3766,26570787524.1168,28555356596.6088,29719818177.1689,31962024667.1812,34798817117.8157,35536809956.2167,40018991717.0777,42672912124.066,46093443125.1204,51256218073.9325,51842005084.5669,49588105981.1185,53009799834.7994,55979725443.058,57556095542.5106,60801647711.3539,63592042133.6987,64621027188.7463,66000928625.1535,65886672393.9229,64648016404.146,66462970413.3157,69215172549.7177,73632065331.6297,79146450269.3901,84243987334.4223,87572065709.8449,91397394349.1909,92393147457.5915,90505299487.7453,91378529219.2057,95292070961.449,98806759496.482,103161131028.676,108461880496.342,112879698512.806,117299520913.949,119616127052.83,120530280649.997,119432109120.933,121295724322.308,122235857828.586,124006192050.659,126939300661.841,126928507821.26,123236970884.144,124963902468.739,122952502443.13
Qatar,asia,15891613394.596155,16756186315.894833,17871568455.505898,18895178367.666504,20059433152.439682,21557066448.42093,22440263587.989586,24132320142.728413,26271192755.611862,26843628857.86348,30216729184.4767,32209612760.921852,34775550114.03722,38654695488.65436,39097032071.90864,37402051853.23139,40009471511.69165,42241943299.33352,43447752189.44234,45915232837.15387,52268632696.769745,52939890209.108444,54455127185.556656,55706733102.116104,56430445161.8625,57313996071.69705,59268265228.98125,61674188771.6705,64307303020.59245,65421569157.41705,65780831417.1568,64856165848.04145,63660443500.886154,62980457115.3889,64120905579.588104,67397364447.83905,69946520123.7124,70870004377.4176,72596596123.3394,74585116527.19125,17759889598.0531,18350889420.2336,19659942528.3123,20346088722.6434,24586857388.3186,26455458549.8308,31376173840.0994,37023885131.3173,43577112799.5604,48806366335.5077,56908223147.2019,67606969098.8759
Romania,europe,10802201711.469109,11370054103.088465,12136226288.434193,12796846503.956411,13548078780.762568,14558776300.233063,15160708998.810276,16302615618.275627,17743568393.408028,18150447759.510265,20414466651.875698,21746313397.777702,23457657102.954025,26053172903.376217,26352059059.25037,25215997725.34428,27009143188.583904,28504161155.60904,29339408836.374073,31028817962.95384,40945223259.8408,41258753229.4706,42909325745.9598,45526793810.3093,48212873919.579,48165021730.0784,49321357908.2448,49716312211.7113,49468155771.7948,46599150980.4118,43989597124.4687,38314937346.892,34927739544.1808,35455614743.0325,36863281939.9705,39502657934.2291,41086280750.9428,38578877726.1592,36731311750.3368,36290534541.5765,37052636395.1938,39164637562.0489,41162034208.366,43302459253.3229,46939862239.0469,48898332853.4018,52761301148.8206,55926979217.7498,61198545646.6439,55996669266.6792,56527456853.2395,56320357839.3145
Russia,europe,5712790028.342062,5983921890.282097,6400884121.362488,6698514640.246319,7036724409.085453,7560486152.045193,7881154409.630966,8472911093.822842,9215944031.204193,9457266661.157051,10612204119.274696,11283014034.633553,12139764091.870838,13451650318.098076,13607086046.592102,13029943597.457169,14008814865.476158,14766379011.88456,15231065483.305809,16142403088.753807,21156821335.158623,21350781324.393497,22189131114.189945,23541788917.3335,24851819131.500828,24860710337.91048,25481462572.075634,25678742439.358986,25591580962.48549,397827114198.706,385892318110.267,366416566464.76,313172304874.568,286024837286.706,250072213201.152,239710400009.99,231080825609.63,234315957168.165,221897211438.252,236098632970.3,259708496267.33,272932811944.543,285879843583.363,306737220531.814,328748527632.259,349710148602.651,378223527671.339,410505209127.69,432048331749.881,398209755703.906,415332775199.174,433192084532.738
Rwanda,africa,623378345.215015,597789677.475732,665541954.290785,600182776.536224,525370037.408338,562196003.857325,601599820.451651,643206569.370058,688319669.000357,764085562.80383,809941586.673695,819714671.489404,821871080.787653,850127732.819931,862113033.933835,843889469.57006,1008486542.36841,1028596868.16008,1122722130.23755,1255988214.55378,1368419410.47645,1442809419.3164,1468936482.42009,1556784024.3577,1490764343.42265,1556398945.74256,1641567235.90647,1641172667.00667,1715006153.17618,1714379588.07883,1673246631.30599,1631174858.43979,1726969275.90748,1586934658.68664,789530666.431296,1067635566.68361,1203713147.82701,1370424439.41903,1491825811.12955,1604922564.84085,1734921292.59296,1882389602.46336,2089452458.73433,2135420412.82648,2293441523.37565,2506731585.04958,2737350890.87414,2887905189.87222,3211350571.13791,3343015944.55456,3583713092.56249,3891912418.52286
St. Kitts and Nevis,americas,451324107.8442974,435882985.67426,482431222.18898225,436431451.07857764,387888754.9292047,412772514.31759864,439041725.3804827,463162871.97630596,495474905.77493334,547032435.6132593,581648093.790018,589400769.532104,601926365.639199,614768053.318648,618522929.4817394,603042729.8559817,716971506.908239,118650235.447215,127411353.708927,139114506.289137,150551812.394783,152223691.334813,149825165.364311,148365963.603932,163749612.931981,174229871.729201,194593721.133051,211537003.111871,230719293.724136,248294690.090153,253930654.255528,254929046.007679,263365240.80048,280899292.722774,295237288.703194,306066092.314744,326093212.303134,348170275.638419,352152046.152792,370501370.049397,380822120.961879,388620284.215729,392602073.63474,394445749.655872,424562727.576656,448388479.396942,473076755.334699,449975325.893383,468164897.264335,441972417.303024,430078474.991852,429699134.827198
St. Lucia,americas,279269870.4735797,273976293.872788,299320490.0871796,272680125.6209313,250407472.45007133,263349024.77787232,276483630.3093143,283119174.582554,302630142.54950964,329979308.42268866,353354600.90634096,359086867.574804,381981650.490745,379408373.817365,374932825.0296437,362195990.14190334,425456471.448068,128195213.92925349,140773874.436738,149208873.201757,267518285.352927,276908780.704343,246942772.013257,257440039.110006,317943819.501367,299478529.658475,344032616.133437,350689789.191322,393360867.591546,429014030.692865,530024926.306173,544218686.409411,582432186.331562,597417934.59551,605908337.727098,625829659.799789,659732321.571938,662395345.78299,704478316.276784,721094046.963822,721059216.710079,684141271.025697,705388184.828522,719715168.658741,760216629.985416,793196038.335983,839865385.414421,849688217.915676,895572648.552286,743962494.309216,776681179.079685,782128965.229412
St. Vincent and the Grenadines,americas,107215633.102862,112069602.071316,116209757.985377,108928800.163285,112926189.970938,113925535.238146,113925535.238146,103075477.188802,109785379.324086,112926181.232118,125061108.022664,128772965.617504,162036935.342291,144048694.316082,131342720.577548,121349250.427825,133941435.987897,137740192.411292,154136395.164549,159303240.114377,162531133.105009,172493388.188803,180767949.8732,188720276.299737,199840425.066516,212063867.367364,226193438.618552,236461552.411058,271007209.946477,277763401.61262,291778284.586861,293575213.23937,315662581.418571,316159610.55905,306664532.805764,309736577.676077,313887517.294325,355555287.116171,373955982.98049,390428641.672105,397447006.684536,406289600.423934,421897051.462105,434863023.536494,463458928.938857,473319264.652326,518425049.505827,534605272.238834,531422080.393228,519211092.635786,509682321.570582,509866725.862873
Samoa,asia,459816070.0438396,475902318.8820748,478688239.11064965,480055147.651242,498513479.3223864,504750587.0474928,516649162.7077568,502778791.0831456,9357269416.357637,9919635395.018915,187990212.392845,192127027.832004,213473404.90462852,213917834.6171695,215369099.80124652,207243441.662539,223983283.2372455,229902771.71054798,243318546.0132815,255809277.8792665,263465314.04088402,269984671.365343,175593116.049241,176349982.981288,178620583.77743,185621605.945295,195839303.435076,196785390.146563,193947142.197815,201137371.959406,192244188.55428,187822577.56706,187446928.536869,195132251.705138,190171788.409388,202640783.932936,217381536.900192,219128135.901148,224375383.726228,229494645.872346,245617502.951311,263035595.6233,274630824.869932,287713853.519013,301501274.723072,314000699.041826,320241629.404258,341011349.512864,328406851.763993,322746752.532853,328269116.211904,335162767.652354
San Marino,europe,812416506.9848171,839735035.6928335,841166720.2359222,851181495.139199,884100768.6738348,895575638.8568397,919372790.1773677,902482104.9774892,18604753453.39119,19726344608.80571,250919316.763026,255481090.046504,264909874.466966,283786974.918257,299395479.024945,293137632.897253,314025130.486594,322065351.009804,332500696.862014,352315315.644156,364399494.976759,367475954.541883,368995789.29406,373310009.25789,385352399.644312,396135226.928205,407464484.670369,420470739.311627,438106445.408031,452951398.182451,462250274.610713,469336170.918154,472965422.689683,514357505.105625,550271224.477726,601402621.497334,630620563.241827,645784080.786672,694347043.661829,757375569.946609,773907642.414748,817304332.643612,819370841.702129,851401732.109149,890665404.220978,911330494.806152,946461148.800946,979525293.737225,998123875.263881,83272953101.04855,87132102317.3886,93024597573.15091
Sao Tome and Principe,africa,1165016943.9257946,1203567752.5035923,1203645201.3611948,1222307842.627156,1269688058.025283,1286400690.6661866,1322096417.6469786,1302185418.8718328,27852237490.42474,29533053822.592506,22162507639.181114,26559575256.858353,32774124195.104782,41145610916.37168,52426417105.05598,55156052143.72213,62163054726.7608,66509758958.1859,65868331610.70351,72333840815.94957,77044000073.04388,80651069148.54546,71721432465.99504,65845713749.55194,63823969560.68565,61077836853.6716,64182464136.73369,61640190414.78532,66701012729.74851,66749965105.53673,72295027012.14886,78859113629.20308,82500101538.69383,82542240548.8668,83107851616.36536,83299839338.33716,86122989459.94492,88355274370.97133,90874891125.70442,90228795862.75432,94607886258.54088,95145386539.55281,95267731586.20058,102549000237.58507,107947381581.59949,113928032299.08107,117528800775.72249,119906546273.45963,124965615014.82144,166223159449.56427,173935935518.5653,185714032378.64944
Saudi Arabia,asia,1517617380.8667722,1567400469.314351,1566123682.4864676,1593434190.115113,1655275347.3767316,1677225742.4755332,1724820045.1165893,1701888732.7661765,37099721527.4583,39339763036.3793,44074095961.5992,52863669423.6702,65283338515.7426,82007434857.8251,104553438731.087,110018966654.547,124012084323.035,132697452565.362,131404162524.545,144315366316.255,153723600651.111,160934662342.549,143073869142.696,131318117489.846,127262586721.727,121759538480.415,127957463788.797,122859910090.259,132963919014.089,133046978812.891,144127803749.687,157248891087.488,164527237654.698,164570123592.628,165665432008.253,165998276055.177,171615358356.648,176064764661.156,181055435207.747,179700216155.562,188441864874.667,189473468746.462,189716092330.699,204246598743.061,215004097758.978,226944734103.356,234111140402.644,238833567253.182,248933106154.379,249173365798.08,260739768719.742,278403467184.148
Senegal,africa,1870217817.80775,1931233186.12511,1928602163.61174,1964560537.60307,2040862636.72818,2068050794.28488,2127543672.5862,2101592046.66052,2233798442.88567,2087392100.3993,2266115561.96293,2262932815.38714,2407380544.5961,2272970708.43386,2368453105.70758,2546931740.61153,2774130880.79105,2699703576.24948,2592959152.63066,2774510000.6217,2682655747.90177,2818653422.59458,3039722231.57407,2877814688.0393,2985610844.88683,3083642502.41406,3179646769.19897,3373426353.90991,3353441130.22514,3486836192.28962,3463277796.82699,3551793131.46848,3595929390.61188,3642704535.66728,3642073303.99599,3837414918.1388,3914628506.40409,4036922805.3329,4275047661.25913,4546389886.41558,4691828356.9328,4906757092.51683,4938886719.17829,5267878967.83309,5578711667.59518,5892630724.94706,6041595931.75405,6334999295.44468,6569659706.64144,6707035904.14327,6984284543.78132,7168101437.50578
Serbia,europe,959599608.9553186,988911589.4184561,989554856.243927,1010093666.6813273,1049891058.6016526,1093066504.7014894,1124054377.158895,1111382837.0653555,1182062299.1322086,1108859127.8890235,1204002043.1875463,1213656595.148994,1291065269.4463525,1231771445.967043,1280754077.9106486,1373060465.8851714,1502871694.451257,1458489373.3797543,1428095848.65991,1539659195.0860338,1487257142.067356,1543267628.3633256,1652305010.336113,1569087448.4211326,1628858126.0591455,1693010819.1373951,1740745645.0970335,1844282218.3746147,1842793205.3370306,11908238671.0551,10955579577.3708,9883838096.97579,7199338860.76012,5002930394.76551,5128003654.63465,5440811877.56736,5865195204.01761,6457579919.6234,6502782979.06075,5774471285.40595,6082791506.17659,6405179456.00395,6669246165.27864,6847617226.92742,7484445629.03167,7888605692.99938,8172595497.94736,8613915654.83652,8941244449.72031,8628300893.9801,8710614884.50866,8865794488.67618
Seychelles,africa,48981400.1028872,46589992.7118022,50507548.8761138,55626795.7595847,58919480.4751253,118082215.118099,120565081.73159,121173627.470191,130326155.378747,130326155.378747,141888524.412162,164380374.910848,174749994.296605,190572183.500226,193055050.113717,199189191.158813,231612508.111464,217275170.510029,263232544.68916,304808389.550368,291858536.232942,267881834.132071,264887789.098156,260360208.802965,272105407.231461,302379135.86073,301844520.995097,315138082.839319,332145280.448921,369341648.479864,395179106.893573,406087733.557778,435169568.005238,462135505.039382,458444439.551709,454659334.179,477017316.846368,534076017.092111,578956552.225661,589794648.976088,614879764.780006,600914842.386517,608202933.197934,572397248.340553,556081328.911121,597623469.405356,653242423.266413,715953695.899989,708840351.297541,712543437.456963,760361490.459278,798003689.832878
Sierra Leone,africa,488526149.430934,497363800.223358,519948926.57497,528786577.367394,564137222.771778,604643154.22855,614922087.850435,615145191.130082,627570655.452055,681073857.838416,739785783.692084,765426141.191624,772316772.536014,789745013.766933,817384733.406474,831028654.454415,827295870.3382,827682017.389169,847598796.009321,885836228.978983,928741740.002856,955502769.796045,1001192576.37558,980139482.682833,1020256927.58127,966067608.195962,978008657.0217,1048731091.21823,974480929.959976,981594640.748684,1014478061.21377,1038318295.65229,840933987.648789,852538876.678342,835914368.583114,769057937.383837,807510834.253029,672333654.07191,666703294.85034,612555159.651901,635876870.130491,751415299.601966,957766830.812083,1046724724.88505,1125375032.20185,1206157644.07058,1293976843.30015,1377335079.35112,1453557724.74718,1500071571.93909,1574302613.6765,1668760770.49709
Singapore,asia,3705795365.30007,4217950558.18505,4216235949.08709,4591736529.56014,4617455666.02957,5250605184.32029,5820947343.23755,6535267252.19881,7423671459.25922,8440042997.74471,9603756794.5347,10761031618.6193,12214093125.8119,13569873937.2658,14449518821.0963,15119171982.4613,16238161022.8919,17449848066.7756,18963876783.999,20745905986.7998,22830334871.7036,25278942771.4246,27095545197.0402,29416997888.0197,32013064063.5714,31804986630.2886,32214412480.3331,35684612707.2197,39636111641.6465,43690170069.2554,48105739108.5784,51225740432.5577,54827446525.4192,61121397323.072,67585023752.8275,72504108855.9626,78033678182.0886,84672375058.9161,82834715452.2908,87967794882.5461,95922652585.622,94815323306.5769,98799423165.8727,103324686776.24,112788294399.096,121101240196.863,131714117434.494,143379969740.134,145818948185.179,144390308367.256,165706962574.315,173808582448.064
Slovak Republic,europe,10631850493.378996,11336410448.592041,11826876153.861092,12750629411.73121,13491923184.504475,14870072200.495712,15799909721.43394,17173282249.216469,18380127842.611275,19779948504.61659,21394695276.39722,22907238566.881844,24306296143.1232,26055465716.885242,27688037900.80906,28497197230.10006,29761428109.838722,30714997048.6224,32431304379.1074,34511183570.28472,37364769516.878944,40347584174.02928,41723718311.92716,43210697584.465256,25397205025.3926,26285694970.2128,27380932820.4002,28054474187.7871,28599163478.9214,28944720185.7174,28171611566.5695,24065936364.53,22448347451.4679,21617758595.7635,22959255151.8847,24300878164.8689,25987692368.1335,27141951768.6878,28325599406.0845,28336290313.872,28724041827.8976,29724210072.1606,31086438645.0801,32570824493.5798,34218193031.4832,36495488120.9069,39541185361.9993,43690611893.4676,46203030728.0283,43924489377.4449,45761806913.6237,47294463920.3226
Slovenia,europe,17557905621.457924,18454870338.99903,19437516358.635094,20909522293.902283,22366390702.979378,24489539216.671135,25778872099.63033,27811297246.234127,29336584225.963333,31119854011.488464,33185633758.259743,35053445515.14438,36398499160.434494,38541057496.504684,40926556980.52182,41875222477.738815,43284695196.78554,43980146030.46919,45898731974.215805,48276461153.76964,51899204162.05429,55416225576.63396,56351891426.814125,57004397280.91082,44898465544.1677,45251668860.99885,46077639557.7364,47119374984.29433,48623200891.17555,49533143514.4743,16709399038.274,15222244612.8166,14390547008.1536,14799730411.4642,15588184207.845,16155992416.9132,16745318458.0728,17575439822.3876,18193202384.6451,19162102396.0758,19979467790.4398,20566790943.1662,21353851323.2099,21979529730.5689,22947026191.5305,23866572257.7742,25262671896.795,26998265241.5445,27967310657.2186,25727727934.2561,26082652065.4858,26037113239.0156
Solomon Islands,asia,24483960749.53685,25573330229.40602,27048156563.409096,29068415176.073353,31240858221.454285,34109006232.846558,35757834477.82672,38449312243.251785,40293040609.315384,42459759518.360344,44976572240.12226,47199652463.40692,48490702177.7458,51026649276.12412,54165076060.23457,55253247725.37758,56807962283.73236,57245295012.315994,59366159569.3242,62041738737.25456,66433638807.22963,70484866979.23865,70980064541.70108,70798096977.35638,64399726062.9428,64217642751.7849,64774346295.07259,66184275780.80155,68647238303.4297,70121566843.2312,340865987.838564,361332195.734629,407186864.058722,423378484.229659,462303139.120591,500321063.281951,508352106.886736,501033494.569472,509971268.90383,507510142.637847,435101217.233417,400386383.586928,389175564.846495,414471976.561517,434774351.440912,458344309.157495,490183884.101841,542633559.700738,582245809.558892,575258859.844186,615526980.033279,670924408.236274
Somalia,africa,31410015877.615776,32691790119.81301,34658796768.1831,37227308058.24442,40115325739.92919,43728473249.02198,45736796856.02311,49087327240.26944,51249496992.66745,53799665025.23222,56767510721.98478,59345859411.669464,60582905195.05709,63512241055.74357,67403595139.947334,68631272973.01634,70331229370.67918,70510443994.1628,72833587164.4326,75807016320.73947,80968073452.40497,85553508381.84332,85608237656.58804,84591796673.80194,83900986581.7179,83183616642.57095,83471053032.40878,85249176577.30878,88671275715.68385,90709990171.9881,55642795912.59678,55088149498.73781,53937681007.646866,54608647722.79883,56387361674.6393,58156027271.112976,60653872561.49136,62248850871.54774,62574088440.44792,64042422463.123924,66656374653.98521,68456400210.561966,70954321634.13225,73053727053.99176,76381703295.06296,80412768341.35326,84921950494.94441,89645841608.22537,92899720772.98744,91472545137.9181,94127575734.49815,97085012778.93863
South Africa,africa,38336071005.6947,39810250010.22,42269436972.9571,45386200940.4155,48989793258.4041,53347940265.1974,55715759234.2195,59725342237.2871,62205953376.0195,65139570532.1041,68558449203.8473,71492066359.932,72675108212.3684,75997832835.363,80642114219.6601,82009298220.6551,83854496457.626,83775592976.0096,86301014759.541,89572293904.2244,95502508097.5803,100622149784.448,100236410771.475,98385496370.2475,103402247100.493,102149590533.357,102167759769.745,104314077373.816,108695313127.938,111298413500.745,110944725837.355,109814966801.741,107468175151.235,108793916961.368,112312420210.158,115811733478.944,120799393016.096,123996668248.526,124638205611.992,127577334783.61,132877648090.737,136512414037.537,141519467703.418,145692982131.422,152328632238.685,160367192373.549,169353717105.787,178749049656.75,185217195736.416,182369831415.992,187639624488.963,193499101149.641
Spain,europe,113021529146.132,126401779751.76,138983102660.465,152320614542.602,160406569971.712,170437009178.879,182786977653.701,190720551066.216,203302424226.563,221410602776.667,230977558793.231,241716799131.623,261416103994.77,281776406454.503,297608819074.593,299222463973.924,309108150346.027,317882414864.927,322533045314.498,322667046530.842,329793884331.166,329357010934.396,333462320000.318,339364989095.631,345421593730.252,353440334464.508,364938885629.609,385182493101.76,404804938151.209,424344995165.535,440391149058.797,451603510207.156,455799879732.951,451098341465.482,461848895995.916,474584351740.953,486055114048.995,504859099130.394,527417014906.914,552447896215.248,580345494748.48,601640869725.447,617946434914.208,637037529120.397,657800500119.27,681373742384.276,709148044935.776,733820614902.305,740341770865.04,712647416141.204,712152291145.903,717193989758.722
Sri Lanka,asia,2708601389.70084,2823071267.55042,2930856681.3283,3004618974.82893,3121994086.0552,3201197958.18681,3362019679.18335,3578500632.42313,3786093205.64099,4078258886.44911,4235134590.59232,4290483611.62392,4272872021.2901,4574425143.28695,4750350420.65147,5041367313.56612,5209502382.27817,5475218413.25154,5784778418.14409,6155209085.23413,6515044618.63213,6886370990.99544,7171570535.68275,7516808381.95006,7900102158.2126,8295059639.23014,8656355059.74244,8805730046.23028,9023468716.49127,9230944960.50476,9821725437.97707,10273524808.124,10725559899.6815,11465623532.7595,12107698450.594,12773621865.3768,13259019496.261,14108314847.408,14771179511.718,15406424815.0149,16330810303.9159,16078438392.6604,16715893244.8383,17708862282.2132,18673120685.2821,19838649830.4125,21359771931.3257,22811733077.2151,24169041085.6632,25024372772.5984,27030316335.594,29260877188.4763
Sudan,africa,3292300612.75486,3322278876.03184,3552042477.15518,3450916780.1045,3412251040.38364,3643501793.71817,3513241284.41405,3563272664.93948,3633227616.80035,3683705861.63056,3901968151.15895,3989657649.01819,3787342666.03916,3811286056.18649,4247498788.4185,4914928084.07479,5734011626.51177,6090888087.49413,5729638366.78045,5442090768.53797,5525045072.71144,5935973821.88176,6289678678.70483,6419403473.49152,6097861522.56615,5714852210.55911,6024243459.36475,6880944178.35128,6858161938.53197,7470691384.65809,7062040511.03749,7592464085.41287,8091885904.21858,8461583799.31812,8546726693.2884,9059281793.03606,9595511990.13207,10609444484.4442,11066552696.0975,11410069395.2038,12366140065.8,13128567103.6806,13832329600.4432,14820625397.0719,15088237416.8954,16042683060.5644,17854598587.3157,19669066107.7666,21013966787.482,21846767398.1343,22819076997.7008,21700942224.8135
Suriname,americas,30537776259.416706,32168074738.021725,33596890208.028885,35193314925.56413,37411299313.41576,38908190041.09644,39584069889.095695,40870799823.882645,42317992053.1319,44350286003.14238,2079523368.5486953,2141034090.5941155,2047807205.1095405,2073679909.982639,2301437447.71948,907505602.482957,878210986.619276,968362652.333103,1040421999.59142,979146529.58427,927624938.990791,928794914.705248,911722852.147818,884191580.172116,850268218.377891,836172405.562556,808389565.535649,699731518.738873,758798086.201544,838092030.729892,833961022.229684,857156435.673106,855438256.899519,793369048.703696,819141730.307498,828162168.868829,838686013.857048,886795019.517478,900540449.706172,892722736.286352,892164328.184937,932756301.710924,977794062.813568,1036491345.16623,1126695730.77953,1178026321.64044,1223312566.96799,1285842039.68301,1339119702.65958,1379476734.79452,1436104190.95225,11818698256.008709
Swaziland,africa,57783251906.07855,61013870600.011604,63641737938.902596,66935713071.02377,71410347586.44788,74172878288.47472,75654898493.77734,78178326982.82582,81002756489.46346,85016866144.65419,257078585.938441,292410532.170041,308271744.179921,336073763.778788,355376107.02046,404803396.380858,396223848.258525,400224081.846282,405535575.527093,418135335.828036,470189234.808918,539031708.71099,545352233.610187,551909285.428689,585916600.270942,608136990.301177,682721812.18859,782444189.44433,833849373.239883,941508542.676736,1139394803.28578,1159452440.00801,1196858779.75723,1234034571.95792,1263659931.94421,1324639758.53076,1375533129.86907,1418213244.79095,1455144080.22132,1498083561.1353,1524452436.99858,1542103733.68301,1569510073.51468,1604668574.66572,1651311225.57798,1691988458.67199,1747867420.74729,1809106613.32595,1851757909.80426,1874121022.01181,1911603442.45204,1936454287.20392
Sweden,europe,85028727552.7404,89859666462.0015,93686585669.7763,98678111216.4834,105409395859.48,109437566535.853,111725727098.459,115485854141.769,119687520925.795,125683446286.166,133277251110.134,134536249651.018,137615432995.26,143075987405.334,147651837382.362,151421186026.51,153023380962.65,150580732109.073,153218225974.93,159101811235.84,161806496552.817,161479205872.849,163405836616.982,166363076144.015,173468954448.99,177267361611.454,182339143634.388,188642802914.447,193672781454.894,199055234724.514,201066288111.33,198811754928.95,196419066334.932,192377179376.904,200096549277.32,207977423363.739,211330470498.134,217054182928.456,226181208631.872,236720886164.245,247260155857.763,250381346603.92,256599359724.735,262592755596.961,273713195656.777,282364681256.964,294498396948.405,304258796391.372,302392423837.85,287188905095.798,304858727344.932,316798617621.227
